Immigrants,Foreigners,Iraq,935,Asia,922,Western Asia,902,Less developed regions,9552
Immigrants,Foreigners,Ireland,908,Europe,924,Northern Europe,901,More developed regions,1626
Immigrants,Foreigners,Israel,935,Asia,922,Western Asia,902,Less developed regions,3996
Immigrants,Foreigners,Italy,908,Europe,925,Southern Europe,901,More developed regions,2960
Immigrants,Foreigners,Jamaica,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,19400
Immigrants,Foreigners,Japan,935,Asia,906,Eastern Asia,901,More developed regions,5925
Immigrants,Foreigners,Jordan,935,Asia,922,Western Asia,902,Less developed regions,4188
Immigrants,Foreigners,Kazakhstan,935,Asia,5500,Central Asia,902,Less developed regions,1241
Immigrants,Foreigners,Kenya,903,Africa,910,Eastern Africa,902,Less developed regions,6123
Immigrants,Foreigners,Kiribati,909,Oceania,954,Micronesia,902,Less developed regions,3
Immigrants,Foreigners,Kuwait,935,Asia,922,Western Asia,902,Less developed regions,937
Immigrants,Foreigners,Kyrgyzstan,935,Asia,5500,Central Asia,902,Less developed regions,652
Immigrants,Foreigners,Lao People's Democratic Republic,935,Asia,920,South-Eastern Asia,902,Less developed regions,923
Immigrants,Foreigners,Latvia,908,Europe,924,Northern Europe,901,More developed regions,424
Immigrants,Foreigners,Lebanon,935,Asia,922,Western Asia,902,Less developed regions,2783
Immigrants,Foreigners,Lesotho,903,Africa,913,Southern Africa,902,Less developed regions,20
Immigrants,Foreigners,Liberia,903,Africa,914,Western Africa,902,Less developed regions,3334
Immigrants,Foreigners,Libya,903,Africa,912,Northern Africa,902,Less developed regions,376
Immigrants,Foreigners,Liechtenstein,908,Europe,926,Western Europe,901,More developed regions,..
Immigrants,Foreigners,Lithuania,908,Europe,924,Northern Europe,901,More developed regions,854
Immigrants,Foreigners,Luxembourg,908,Europe,926,Western Europe,901,More developed regions,40
Immigrants,Foreigners,Madagascar,903,Africa,910,Eastern Africa,902,Less developed regions,95
Immigrants,Foreigners,Malawi,903,Africa,910,Eastern Africa,902,Less developed regions,159
Immigrants,Foreigners,Malaysia,935,Asia,920,South-Eastern Asia,902,Less developed regions,2477
Immigrants,Foreigners,Maldives,935,Asia,5501,Southern Asia,902,Less developed regions,..
Immigrants,Foreigners,Mali,903,Africa,914,Western Africa,902,Less developed regions,667
Immigrants,Foreigners,Malta,908,Europe,925,Southern Europe,901,More developed regions,43
Immigrants,Foreigners,Marshall Islands,909,Oceania,954,Micronesia,902,Less developed regions,46
Immigrants,Foreigners,Martinique,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,..
Immigrants,Foreigners,Mauritania,903,Africa,914,Western Africa,902,Less developed regions,354
Immigrants,Foreigners,Mauritius,903,Africa,910,Eastern Africa,902,Less developed regions,83
Immigrants,Foreigners,Mexico,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,135028
Immigrants,Foreigners,Micronesia (Federated States of),909,Oceania,954,Micronesia,902,Less developed regions,4
Immigrants,Foreigners,Monaco,908,Europe,926,Western Europe,901,More developed regions,8
Immigrants,Foreigners,Mongolia,935,Asia,906,Eastern Asia,902,Less developed regions,729
Immigrants,Foreigners,Montenegro,908,Europe,925,Southern Europe,901,More developed regions,265
Immigrants,Foreigners,Montserrat,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,-
Immigrants,Foreigners,Morocco,903,Africa,912,Northern Africa,902,Less developed regions,3336
Immigrants,Foreigners,Mozambique,903,Africa,910,Eastern Africa,902,Less developed regions,73
Immigrants,Foreigners,Myanmar,935,Asia,920,South-Eastern Asia,902,Less developed regions,12565
Immigrants,Foreigners,Namibia,903,Africa,913,Southern Africa,902,Less developed regions,57
Immigrants,Foreigners,Nauru,909,Oceania,954,Micronesia,902,Less developed regions,..
Immigrants,Foreigners,Nepal,935,Asia,5501,Southern Asia,902,Less developed regions,13046
Immigrants,Foreigners,Netherlands,908,Europe,926,Western Europe,901,More developed regions,1142
Immigrants,Foreigners,New Caledonia,909,Oceania,928,Melanesia,902,Less developed regions,6
Immigrants,Foreigners,New Zealand,909,Oceania,927,Australia and New Zealand,901,More developed regions,921
Immigrants,Foreigners,Nicaragua,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,3048
Immigrants,Foreigners,Niger,903,Africa,914,Western Africa,902,Less developed regions,37
Immigrants,Foreigners,Nigeria,903,Africa,914,Western Africa,902,Less developed regions,13840
Immigrants,Foreigners,Niue,909,Oceania,957,Polynesia,902,Less developed regions,..
Immigrants,Foreigners,Northern Mariana Islands,909,Oceania,954,Micronesia,902,Less developed regions,..
Immigrants,Foreigners,Norway,908,Europe,924,Northern Europe,901,More developed regions,335
Immigrants,Foreigners,Oman,935,Asia,922,Western Asia,902,Less developed regions,73
Immigrants,Foreigners,Pakistan,935,Asia,5501,Southern Asia,902,Less developed regions,13251
Immigrants,Foreigners,Palau,909,Oceania,954,Micronesia,902,Less developed regions,16
Immigrants,Foreigners,Panama,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,1234
Immigrants,Foreigners,Papua New Guinea,909,Oceania,928,Melanesia,902,Less developed regions,27
Immigrants,Foreigners,Paraguay,904,Latin America and the Caribbean,931,South America,902,Less developed regions,448
Immigrants,Foreigners,Peru,904,Latin America and the Caribbean,931,South America,902,Less developed regions,12564
Immigrants,Foreigners,Philippines,935,Asia,920,South-Eastern Asia,902,Less developed regions,54446
Immigrants,Foreigners,Poland,908,Europe,923,Eastern Europe,901,More developed regions,6430
Immigrants,Foreigners,Portugal,908,Europe,925,Southern Europe,901,More developed regions,918
Immigrants,Foreigners,Puerto Rico,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,..
Immigrants,Foreigners,Qatar,935,Asia,922,Western Asia,902,Less developed regions,191
Immigrants,Foreigners,Republic of Korea,935,Asia,906,Eastern Asia,902,Less developed regions,23166
Immigrants,Foreigners,Republic of Moldova,908,Europe,923,Eastern Europe,901,More developed regions,2485
Immigrants,Foreigners,Romania,908,Europe,923,Eastern Europe,901,More developed regions,3773
Immigrants,Foreigners,Russia,908,Europe,923,Eastern Europe,901,More developed regions,9753
Immigrants,Foreigners,Rwanda,903,Africa,910,Eastern Africa,902,Less developed regions,540
Immigrants,Foreigners,Saint Helena,903,Africa,914,Western Africa,902,Less developed regions,..
Immigrants,Foreigners,Saint Kitts and Nevis,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,259
Immigrants,Foreigners,Saint Lucia,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,853
Immigrants,Foreigners,Saint Pierre and Miquelon,905,Northern America,905,Northern America,901,More developed regions,..
Immigrants,Foreigners,Saint Vincent and the Grenadines,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,529
Immigrants,Foreigners,Samoa,909,Oceania,957,Polynesia,902,Less developed regions,237
Immigrants,Foreigners,San Marino,908,Europe,925,Southern Europe,901,More developed regions,..
Immigrants,Foreigners,Sao Tome and Principe,903,Africa,911,Middle Africa,902,Less developed regions,6
Immigrants,Foreigners,Saudi Arabia,935,Asia,922,Western Asia,902,Less developed regions,1463
Immigrants,Foreigners,Senegal,903,Africa,914,Western Africa,902,Less developed regions,1340
Immigrants,Foreigners,Serbia,908,Europe,925,Southern Europe,901,More developed regions,866
Immigrants,Foreigners,Seychelles,903,Africa,910,Eastern Africa,902,Less developed regions,6
Immigrants,Foreigners,Sierra Leone,903,Africa,914,Western Africa,902,Less developed regions,1651
Immigrants,Foreigners,Singapore,935,Asia,920,South-Eastern Asia,902,Less developed regions,835
Immigrants,Foreigners,Slovakia,908,Europe,923,Eastern Europe,901,More developed regions,507
Immigrants,Foreigners,Slovenia,908,Europe,925,Southern Europe,901,More developed regions,62
Immigrants,Foreigners,Solomon Islands,909,Oceania,928,Melanesia,902,Less developed regions,3
Immigrants,Foreigners,Somalia,903,Africa,910,Eastern Africa,902,Less developed regions,3764
Immigrants,Foreigners,South Africa,903,Africa,913,Southern Africa,902,Less developed regions,2629
Immigrants,Foreigners,Spain,908,Europe,925,Southern Europe,901,More developed regions,2480
Immigrants,Foreigners,Sri Lanka,935,Asia,5501,Southern Asia,902,Less developed regions,1847
Immigrants,Foreigners,Sudan,903,Africa,912,Northern Africa,902,Less developed regions,1945
Immigrants,Foreigners,Suriname,904,Latin America and the Caribbean,931,South America,902,Less developed regions,178
Immigrants,Foreigners,Swaziland,903,Africa,913,Southern Africa,902,Less developed regions,15
Immigrants,Foreigners,Sweden,908,Europe,924,Northern Europe,901,More developed regions,1106
Immigrants,Foreigners,Switzerland,908,Europe,926,Western Europe,901,More developed regions,697
Immigrants,Foreigners,Syrian Arab Republic,935,Asia,922,Western Asia,902,Less developed regions,3366
Immigrants,Foreigners,Tajikistan,935,Asia,5500,Central Asia,902,Less developed regions,550
Immigrants,Foreigners,Thailand,935,Asia,920,South-Eastern Asia,902,Less developed regions,7583
Immigrants,Foreigners,The former Yugoslav Republic of Macedonia,908,Europe,925,Southern Europe,901,More developed regions,895
Immigrants,Foreigners,Togo,903,Africa,914,Western Africa,902,Less developed regions,1257
Immigrants,Foreigners,Tonga,909,Oceania,957,Polynesia,902,Less developed regions,348
Immigrants,Foreigners,Trinidad and Tobago,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,4724
Immigrants,Foreigners,Tunisia,903,Africa,912,Northern Africa,902,Less developed regions,445
Immigrants,Foreigners,Turkey,935,Asia,922,Western Asia,902,Less developed regions,4144
Immigrants,Foreigners,Turkmenistan,935,Asia,5500,Central Asia,902,Less developed regions,210
Immigrants,Foreigners,Turks and Caicos Islands,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,50
Immigrants,Foreigners,Tuvalu,909,Oceania,957,Polynesia,902,Less developed regions,..
Immigrants,Foreigners,Uganda,903,Africa,910,Eastern Africa,902,Less developed regions,1350
Immigrants,Foreigners,Ukraine,908,Europe,923,Eastern Europe,901,More developed regions,8193
Immigrants,Foreigners,United Arab Emirates,935,Asia,922,Western Asia,902,Less developed regions,910
Immigrants,Foreigners,United Kingdom of Great Britain and Northern Ireland,908,Europe,924,Northern Europe,901,More developed regions,12984
Immigrants,Foreigners,United Republic of Tanzania,903,Africa,910,Eastern Africa,902,Less developed regions,837
Immigrants,Foreigners,United States of America,905,Northern America,905,Northern America,901,More developed regions,319
Immigrants,Foreigners,United States Virgin Islands,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,D
Immigrants,Foreigners,Uruguay,904,Latin America and the Caribbean,931,South America,902,Less developed regions,1352
Immigrants,Foreigners,Uzbekistan,935,Asia,5500,Central Asia,902,Less developed regions,4382
Immigrants,Foreigners,Vanuatu,909,Oceania,928,Melanesia,902,Less developed regions,..
Immigrants,Foreigners,Venezuela (Bolivarian Republic of),904,Latin America and the Caribbean,931,South America,902,Less developed regions,9572
Immigrants,Foreigners,Viet Nam,935,Asia,920,South-Eastern Asia,902,Less developed regions,27101
Immigrants,Foreigners,Wallis and Futuna Islands,909,Oceania,957,Polynesia,902,Less developed regions,..
Immigrants,Foreigners,Western Sahara,903,Africa,912,Northern Africa,902,Less developed regions,..
Immigrants,Foreigners,Yemen,935,Asia,922,Western Asia,902,Less developed regions,3532
Immigrants,Foreigners,Zambia,903,Africa,910,Eastern Africa,902,Less developed regions,505
Immigrants,Foreigners,Zimbabwe,903,Africa,910,Eastern Africa,902,Less developed regions,924
Immigrants,Foreigners,Unknown,999,World,999,World,999,World,11698
Immigrants,Foreigners,Total,999,World,999,World,999,World,990553
